"box_office","film_ratings"
48.9170154776018,"1"
32.3930994667165,"1"
27.7472586965219,"1"
51.391047807884,"1"
41.4418400744785,"1"
36.4086610878943,"1"
39.3173240437157,"1"
34.3607023221867,"1"
34.7683255462806,"1"
36.165841896884,"1"
45.2300204975117,"1"
40.990160420793,"1"
42.6645700376452,"1"
31.4121373210701,"1"
39.4643852503522,"1"
43.3069766346444,"1"
35.9330690232819,"1"
44.2503375922863,"1"
36.8384424142166,"1"
38.382070547747,"1"
35.7172679459309,"1"
33.9697816959367,"1"
35.1845274342379,"1"
37.6878743944751,"1"
39.911086188032,"1"
39.8244453827116,"1"
36.8695291488832,"1"
40.4206146209744,"1"
38.3063440707728,"1"
29.2731839752626,"1"
37.101474813173,"1"
39.3396252757583,"1"
41.9138170057791,"1"
36.0116408143819,"1"
41.7193527801155,"1"
39.728205626475,"1"
40.8080986158758,"1"
43.1547495512235,"1"
39.982897745283,"1"
38.356480684098,"1"
30.7868075688062,"1"
35.4371112365475,"1"
41.6436424682927,"1"
36.0996573600537,"1"
37.8151702376813,"1"
40.5493566768968,"1"
41.4510648847855,"1"
51.1795925481507,"1"
42.3319422211706,"1"
48.5908859118843,"1"
42.8629400472409,"1"
45.8270980868042,"1"
40.8861537377535,"1"
41.2216694053677,"1"
48.0164518440864,"1"
36.8980833089442,"1"
29.9551508214625,"1"
46.5914644653134,"1"
48.4961322281177,"1"
42.3970745346554,"1"
46.5243975012244,"1"
45.6509182962394,"1"
37.5545573700677,"1"
39.7318155651327,"1"
36.8344167096613,"1"
47.1951013569274,"1"
39.1631186296771,"1"
39.5308985141645,"1"
43.2674844399646,"1"
34.7664355224463,"1"
44.4044796677294,"1"
36.1318000702019,"1"
45.3077838310105,"1"
35.7529077218528,"1"
35.7528905324283,"1"
41.9234699187134,"1"
43.2669638325984,"1"
34.6391825553216,"1"
36.9020308525847,"1"
44.982674214933,"1"
42.6050480282185,"1"
35.7482813466535,"1"
39.8022932285673,"1"
39.286258539789,"1"
45.4389648315623,"1"
43.738517347401,"1"
34.309290806638,"1"
45.2782767151995,"1"
33.2088311701684,"1"
38.8705358622346,"1"
46.3841700584858,"1"
41.8504173399713,"1"
39.611076946623,"1"
45.7811015846405,"1"
38.0355595462734,"1"
36.7045825980711,"1"
43.5904768868858,"1"
48.5482394863571,"1"
40.2427199179544,"1"
42.4630836721759,"1"
44.7767312020323,"2"
40.9997434707749,"2"
47.486158362581,"2"
41.0075059289387,"2"
48.5395792351939,"2"
46.3097597548288,"2"
44.7116163741504,"2"
36.9834515093216,"2"
39.4390223101781,"2"
44.1250036187954,"2"
45.1139984593265,"2"
33.4012849905922,"2"
41.1281847697036,"2"
38.0272218598835,"2"
57.3557299937823,"2"
44.5350591665684,"2"
36.8704565546405,"2"
46.2145905073566,"2"
42.4386504159329,"2"
30.3012866873683,"2"
44.6095685744042,"2"
43.9272086847424,"2"
38.3541223364551,"2"
47.5209195558295,"2"
39.561759636863,"2"
48.706002115127,"2"
37.3367011591346,"2"
47.4624853369672,"2"
41.9452783651355,"2"
43.8513484332522,"2"
42.4764904496911,"2"
52.2370550614796,"2"
49.1232815748931,"2"
54.4882782869409,"2"
44.6549047191113,"2"
44.3226902223819,"2"
38.5675604594753,"2"
48.3229373607458,"2"
43.1820705064674,"2"
49.0935529392543,"2"
36.6692198096173,"2"
44.2195607905084,"2"
42.0699719950037,"2"
42.7564305237327,"2"
49.6425070515516,"2"
38.6463366929539,"2"
45.5848462915248,"2"
42.7221909965105,"2"
45.923503513894,"2"
33.0852863357902,"2"
44.8603454839808,"2"
37.9395345868423,"2"
33.3260105038609,"2"
43.7649249317759,"2"
45.9176337230468,"2"
46.8198595552315,"2"
41.5305252093696,"2"
39.1792825646657,"2"
44.5233214614324,"2"
39.6729197378612,"2"
48.6068073546902,"2"
48.434401647916,"2"
40.7437184344016,"2"
49.9257620674989,"2"
45.3589373696689,"2"
38.2418209004405,"2"
48.8481100515054,"2"
41.5893429681588,"2"
47.2030463623281,"2"
39.0486936831024,"2"
45.2108132356857,"2"
40.0966126139086,"2"
38.0350252283326,"2"
53.2319934097659,"2"
36.235588390026,"2"
39.2266292235903,"2"
42.6542470393159,"2"
43.6188124199984,"2"
48.3972266815326,"2"
43.9493021359344,"2"
47.4587912182537,"2"
50.7920982354903,"2"
45.4066144552002,"2"
48.4677474314425,"2"
51.1261109824092,"2"
38.2300984495162,"2"
48.5991173824704,"2"
46.0063301902728,"2"
41.1518878088425,"2"
49.1838194940691,"2"
43.9161362904197,"2"
40.492015179186,"2"
52.366037782929,"2"
38.002477022531,"2"
34.806291180109,"2"
43.5636619864324,"2"
44.1049438725676,"2"
47.3954088848706,"2"
40.3214983827196,"2"
53.5208530479578,"2"
46.973839365218,"3"
45.8662630068632,"3"
53.7722814792536,"3"
42.3484593013618,"3"
43.9123586107534,"3"
47.7640635706138,"3"
49.0234550150589,"3"
55.9583229695194,"3"
49.458954742654,"3"
46.3680928680302,"3"
57.0108288137346,"3"
57.208022795717,"3"
50.0928161458858,"3"
50.296133331305,"3"
63.2203391717438,"3"
36.2331455865751,"3"
54.3081192554795,"3"
53.6523263856929,"3"
42.8211795370915,"3"
45.7404666860439,"3"
42.3591265811352,"3"
50.2468242374069,"3"
47.8489250865142,"3"
60.0575000757278,"3"
49.8699946758302,"3"
54.0706431686294,"3"
57.1908489678528,"3"
57.2088487547936,"3"
39.7299981916294,"3"
48.4316658564831,"3"
50.3785561657227,"3"
56.4736134792141,"3"
48.0818847629462,"3"
50.2640036123526,"3"
45.2379394472542,"3"
42.8516883425708,"3"
45.9531076405005,"3"
42.7903847528203,"3"
51.4120081145612,"3"
52.4777657395847,"3"
44.6793356633669,"3"
48.7860825288439,"3"
48.9950602652282,"3"
52.2200670223499,"3"
49.490169796142,"3"
45.8064698573328,"3"
50.4770334573162,"3"
57.1960400292864,"3"
48.7990562066243,"3"
47.0283139857568,"3"
54.5156164055583,"3"
51.5854276471109,"3"
50.3902908464828,"3"
47.34676257536,"3"
44.2686442277424,"3"
53.6126677978559,"3"
46.8851070810474,"3"
51.3405957035105,"3"
51.8572698318682,"3"
50.9786758786751,"3"
46.5858489201168,"3"
48.0310387974347,"3"
46.8623071223293,"3"
43.0807298079078,"3"
44.8382285605567,"3"
41.6942827737427,"3"
47.2460923843402,"3"
50.9410013804437,"3"
50.8046059070708,"3"
43.268206698484,"3"
52.8627551017645,"3"
52.4476926752903,"3"
44.6199779024967,"3"
44.2688807614965,"3"
46.5276167790906,"3"
50.5556871461005,"3"
50.3032519929973,"3"
49.6542605787545,"3"
52.4681921738528,"3"
45.9912092525088,"3"
44.7176255545464,"3"
49.3003203418644,"3"
49.0384107518972,"3"
45.7412069179684,"3"
37.0435913725806,"3"
53.4668118096914,"3"
58.2250583341436,"3"
48.4347769804746,"3"
44.7874973459529,"3"
56.8658222923631,"3"
46.1417136402529,"3"
45.8242487867677,"3"
40.6323370481631,"3"
59.5454963635074,"3"
48.3422466082714,"3"
37.3528542423528,"3"
42.9313374362665,"3"
46.3670353100712,"3"
56.1239639100401,"3"
54.1177920845666,"3"
58.5872198914903,"4"
50.2887272629818,"4"
51.6037753864268,"4"
59.4000165009099,"4"
62.0238764145021,"4"
53.9991257220936,"4"
59.4946686133711,"4"
66.1101147158459,"4"
46.8767688002409,"4"
53.1089531993907,"4"
50.3592438823257,"4"
54.6361040401022,"4"
63.8422329593676,"4"
57.306211104227,"4"
48.5221650637988,"4"
56.7962497509117,"4"
63.4515627846306,"4"
53.7969114425023,"4"
52.3649972826043,"4"
57.8977156526105,"4"
55.5412905495305,"4"
51.3220707384966,"4"
52.3243870571101,"4"
55.4870621679495,"4"
53.4164674885611,"4"
59.0983971106996,"4"
48.1643522177871,"4"
60.9737742795394,"4"
51.9304544517645,"4"
65.8768160245415,"4"
60.8957983648078,"4"
46.8268789295771,"4"
53.5058371226314,"4"
59.2291807248834,"4"
61.9597606800073,"4"
49.0359103299453,"4"
57.9726782275102,"4"
53.158363363921,"4"
53.7902825793112,"4"
54.4806246558934,"4"
54.8813801901278,"4"
54.9825980485458,"4"
53.2757179127839,"4"
54.3172656965625,"4"
60.3846021776878,"4"
60.7691094591001,"4"
56.6204486222372,"4"
51.7688811458024,"4"
58.6910511718187,"4"
60.2075914738805,"4"
55.8885060288232,"4"
50.4842351983154,"4"
62.6706385796696,"4"
57.9007601172493,"4"
50.3073014486384,"4"
55.9660815681552,"4"
59.0105214937995,"4"
48.800604506219,"4"
56.1717186247933,"4"
53.2811449259389,"4"
44.142745773633,"4"
58.0078856748613,"4"
49.60679319218,"4"
50.3233502280523,"4"
66.5864378098192,"4"
47.0769927314989,"4"
59.7233417542008,"4"
52.0177917617281,"4"
57.3291078721616,"4"
51.3545855739004,"4"
53.6764296230697,"4"
67.196911714389,"4"
57.780983870479,"4"
56.5790475639186,"4"
48.7422223679859,"4"
62.9494789563896,"4"
59.3599701624183,"4"
52.914087589684,"4"
52.746397666983,"4"
55.248763374994,"4"
59.9005379623034,"4"
52.527230557627,"4"
55.7483610764114,"4"
56.6832354554474,"4"
56.9627301005555,"4"
50.5595041469687,"4"
51.8773754393453,"4"
53.9325208709096,"4"
61.1693308044667,"4"
52.4425800356245,"4"
52.6730817548234,"4"
60.4986881464143,"4"
52.4296304038711,"4"
51.0860293830446,"4"
61.2498582386861,"4"
52.2707980264395,"4"
56.7491560543754,"4"
54.3594116191817,"4"
60.3622732439093,"4"
59.5096782342975,"4"
71.8338437630285,"5"
59.1221483479172,"5"
65.744353746363,"5"
61.7814211948683,"5"
65.4550999304861,"5"
62.6301184493727,"5"
66.5490653167826,"5"
81.7044874231878,"5"
61.9047423823155,"5"
65.7968976097767,"5"
68.3672740762459,"5"
68.1052644266043,"5"
67.8571404604468,"5"
66.9219279731397,"5"
61.1252456086909,"5"
61.2309356354729,"5"
64.1750461144789,"5"
75.3815266439873,"5"
61.8421059913925,"5"
65.7919228246302,"5"
57.9426255451759,"5"
69.6746111560791,"5"
65.5661291186717,"5"
68.7976902794759,"5"
65.7244425257746,"5"
60.8142803511732,"5"
67.1953841312634,"5"
66.9311752465366,"5"
57.1255493482461,"5"
60.1958891742585,"5"
69.5280448769381,"5"
79.2277923640771,"5"
62.3495141786273,"5"
66.8303759807897,"5"
73.2478898252581,"5"
67.9298163440476,"5"
70.8547219715724,"5"
64.4654533200938,"5"
70.3154015774238,"5"
60.0162983133924,"5"
67.1926169437664,"5"
71.6351054012555,"5"
55.8151572665624,"5"
65.7080117953867,"5"
61.2186409036223,"5"
62.0476176869836,"5"
55.8871820042653,"5"
75.5059776813435,"5"
60.8371222603324,"5"
63.586425544831,"5"
67.0423117370235,"5"
64.3025010070214,"5"
67.7197658652124,"5"
76.9453405888869,"5"
77.1676763911467,"5"
62.3740991934809,"5"
62.4861872379613,"5"
60.7739538180262,"5"
67.9330872292348,"5"
73.0960562441369,"5"
66.4609252821891,"5"
66.137231008104,"5"
61.087418159132,"5"
62.0116157898461,"5"
69.7735101703236,"5"
54.2081514424685,"5"
66.2528000415118,"5"
67.3437697269581,"5"
57.6340679084598,"5"
70.5689193907087,"5"
59.5603695886913,"5"
63.6234669607295,"5"
66.0147037315333,"5"
59.8677017080875,"5"
64.6422357395019,"5"
59.5138079889971,"5"
67.7078947562065,"5"
66.9984774180187,"5"
64.7977755215919,"5"
67.8168874406552,"5"
70.2726323355361,"5"
62.5654416390882,"5"
61.022493230062,"5"
60.639114970541,"5"
70.1733202415391,"5"
76.0164799776637,"5"
71.8242530799492,"5"
61.530033670474,"5"
65.0600530065956,"5"
64.7792935066286,"5"
68.0655974011973,"5"
66.683955949272,"5"
64.5396818134093,"5"
66.2829251850231,"5"
63.2207306094651,"5"
67.5130855835478,"5"
60.9652515832568,"5"
71.835917037588,"5"
62.1415463778901,"5"
63.8622007812839,"5"
